,epoch,train_loss,test_loss,train_acc,test_acc
0,0.0,0.6323601058188905,0.611336774379015,83.92333333333333,84.77
1,1.0,0.3762122364754372,0.37372461035847665,88.84333333333333,89.4
2,2.0,0.3100414608387237,0.2918616559356451,90.71833333333333,91.33
3,3.0,0.2644770329937022,0.2454034635797143,91.88166666666666,92.16
4,4.0,0.2720198018753782,0.25050234198570254,91.295,92.06
